date,description,amount,currency,type
2025-06-03,Best Buy REFUND,18.25,USD,credit
2025-06-03,GitLab Subscription,-4.74,USD,debit
2025-06-03,Grammarly Subscription,-29.31,USD,debit
2025-06-03,Venmo Payment,-23.44,USD,debit
2025-06-04,Medical Center,-311.3,USD,debit
2025-06-04,Peacock Subscription,-6.09,USD,debit
2025-06-05,Chevron Gas,-171.93,USD,debit
2025-06-05,Thrift Store,-153.67,USD,debit
2025-06-05,Thrift Store,-205.24,USD,debit
2025-06-06,KFC,-7.62,USD,debit
2025-06-06,Medical Center,-23.48,USD,debit
2025-06-06,Flight Ticket,-144.23,USD,debit
2025-06-09,KFC,-84.16,USD,debit
2025-06-09,Shell Gas Station,-65.44,USD,debit
2025-06-10,Electronics Hub,-224.33,USD,debit
2025-06-10,Coursera Plus Subscription,-40.5,USD,debit
2025-06-11,Target,-274.56,USD,debit
2025-06-11,Fish Market,-18.35,USD,debit
2025-06-12,Uber One Subscription,-9.93,USD,debit
2025-06-12,Surfshark Subscription,-5.29,USD,debit
2025-06-12,Proton VPN Subscription,-4.53,USD,debit
2025-06-13,Pet Store,-225.79,USD,debit
2025-06-13,Lottery,-326.44,USD,debit
2025-06-13,Hotel Booking,-190.59,USD,debit
2025-06-14,Netflix Subscription,-15.75,USD,debit
2025-06-14,Best Buy,-136.79,USD,debit
2025-06-14,Spotify Refund,-113.49,USD,debit
2025-06-14,GitHub Subscription,-4.54,USD,debit
2025-06-15,Best Buy,-250.06,USD,debit
2025-06-15,Amazon Refund,-5.79,USD,debit
2025-06-16,Strava Subscription,-10.76,USD,debit
2025-06-16,Calm Subscription,-6.58,USD,debit
2025-06-17,Medical Center,-141.0,USD,debit
2025-06-17,Gym Day Pass,-153.39,USD,debit
2025-06-17,OneDrive Subscription,-7.09,USD,debit
2025-06-18,Domino's Pizza,-40.19,USD,debit
2025-06-18,Proton Mail Subscription,-7.86,USD,debit
2025-06-19,Shoe Outlet,-329.29,USD,debit
2025-06-19,Burger King,-12.25,USD,debit
2025-06-19,Brilliant Subscription,-14.16,USD,debit
2025-06-19,Parking Fine,-218.43,USD,debit
2025-06-20,LinkedIn Learning Subscription,-29.68,USD,debit
2025-06-21,Target,-113.04,USD,debit
2025-06-21,Hardware Depot,-195.1,USD,debit
2025-06-21,Target,-252.89,USD,debit
2025-06-21,Microsoft 365 Subscription,-6.89,USD,debit
2025-06-23,Apple Store,-150.59,USD,debit
2025-06-23,Local Diner,-22.35,USD,debit
2025-06-23,Uber Trip,-309.51,USD,debit
2025-06-23,YouTube Music Subscription,-12.12,USD,debit
2025-06-24,Burger King,-320.93,USD,debit
2025-06-25,Liquor Store,-76.55,USD,debit
2025-06-27,Book Store,-118.32,USD,debit
2025-06-27,Internet Payment,-93.0,USD,debit
2025-06-28,PayPal Transfer,-333.95,USD,debit
2025-06-28,Movie Tickets,-313.74,USD,debit
2025-06-29,Amazon Refund,-115.05,USD,debit
2025-06-30,Grammarly Subscription,-30.82,USD,debit
2025-06-30,IKEA,-304.28,USD,debit
2025-06-30,Uber Trip,-187.28,USD,debit
2025-06-30,IKEA,-51.51,USD,debit
2025-07-01,Dashlane Subscription,-2.45,USD,debit
2025-07-02,Car Wash,-231.69,USD,debit
2025-07-03,GitLab Subscription,-4.67,USD,debit
2025-07-03,Peacock Subscription,-5.38,USD,debit
2025-07-04,Apple Store,-253.35,USD,debit
2025-07-04,Charity Donation,-108.78,USD,debit
2025-07-05,PayPal Transfer,-9.97,USD,debit
2025-07-05,Electric Bill,-119.32,USD,debit
2025-07-06,Amazon Refund,-8.75,USD,debit
2025-07-06,Amazon Refund,-8.75,USD,debit
2025-07-06,Water Bill,-174.01,USD,debit
2025-07-06,Bakery,-269.9,USD,debit
2025-07-07,Coursera Plus Subscription,-39.94,USD,debit
2025-07-08,Government Fees REFUND,75.38,USD,credit
2025-07-08,Hulu Subscription,-16.93,USD,debit
2025-07-09,Surfshark Subscription,-5.84,USD,debit
2025-07-09,Lyft Ride,-49.1,USD,debit
2025-07-09,Cinema City,-174.75,USD,debit
2025-07-09,Pharmacy Express,-135.36,USD,debit
2025-07-11,Uber One Subscription,-10.87,USD,debit
2025-07-11,Car Wash,-182.04,USD,debit
2025-07-11,Farmers Market,-198.93,USD,debit
2025-07-11,Hotel Booking,-169.88,USD,debit
2025-07-12,Toy Shop,-128.08,USD,debit
2025-07-12,Best Buy,-246.49,USD,debit
2025-07-12,Proton VPN Subscription,-5.49,USD,debit
2025-07-13,Mobile Recharge,-337.79,USD,debit
2025-07-15,LinkedIn Learning Subscription,-30.14,USD,debit
2025-07-15,GitHub Subscription,-4.71,USD,debit
2025-07-16,Strava Subscription,-11.65,USD,debit
2025-07-16,Netflix Subscription,-14.22,USD,debit
2025-07-16,Gym Day Pass,-47.96,USD,debit
2025-07-16,Grocery Store,-223.68,USD,debit
2025-07-16,Grocery Store,-216.88,USD,debit
2025-07-17,OneDrive Subscription,-6.33,USD,debit
2025-07-17,Lottery,-123.3,USD,debit
2025-07-17,PayPal Transfer,-226.29,USD,debit
2025-07-17,Burger King REFUND,61.79,USD,credit
2025-07-18,YouTube Music Subscription,-10.62,USD,debit
2025-07-19,Brilliant Subscription,-13.4,USD,debit
2025-07-19,Uber Trip,-255.47,USD,debit
2025-07-19,ATM Withdrawal,-335.37,USD,debit
2025-07-19,Convenience Store,-333.12,USD,debit
2025-07-20,Calm Subscription,-5.81,USD,debit
2025-07-21,Shell Gas Station,-167.3,USD,debit
2025-07-21,Microsoft 365 Subscription,-6.98,USD,debit
2025-07-21,Hardware Depot,-112.62,USD,debit
2025-07-21,McDonald's,-326.86,USD,debit
2025-07-22,Electric Bill,-276.46,USD,debit
2025-07-22,Pet Store,-29.89,USD,debit
2025-07-22,Pet Store,-29.89,USD,debit
2025-07-22,Movie Tickets,-208.28,USD,debit
2025-07-22,Proton Mail Subscription,-7.28,USD,debit
2025-07-23,Electric Bill,-323.66,USD,debit
2025-07-23,Credit Card Payment,-262.67,USD,debit
2025-07-23,Amazon Marketplace,-78.5,USD,debit
2025-07-24,Insurance Premium,-116.22,USD,debit
2025-07-24,Hotel Booking,-39.88,USD,debit
2025-07-25,Internet Payment,-10.91,USD,debit
2025-07-26,Hotel Booking,-265.83,USD,debit
2025-07-27,Amazon Refund,-193.55,USD,debit
2025-07-27,Hotel Booking,-158.13,USD,debit
2025-07-28,Walmart,-300.8,USD,debit
2025-07-29,Flight Ticket,-49.97,USD,debit
2025-07-30,Dashlane Subscription,-3.11,USD,debit
2025-07-30,Grammarly Subscription,-30.2,USD,debit
2025-07-30,Hardware Depot,-74.21,USD,debit
2025-07-30,Subway,-88.69,USD,debit
2025-08-02,Fish Market,-265.21,USD,debit
2025-08-04,Peacock Subscription,-6.69,USD,debit
2025-08-04,GitLab Subscription,-6.29,USD,debit
2025-08-04,Charity Donation,-5.1,USD,debit
2025-08-05,Gym Day Pass,-168.88,USD,debit
2025-08-05,Venmo Payment,-95.11,USD,debit
2025-08-05,Grocery Store,-307.77,USD,debit
2025-08-05,Coursera Plus Subscription,-42.04,USD,debit
2025-08-06,Uber One Subscription,-11.05,USD,debit
2025-08-08,Hulu Subscription,-16.77,USD,debit
2025-08-08,Surfshark Subscription,-5.02,USD,debit
2025-08-08,Best Buy,-58.62,USD,debit
2025-08-08,Chevron Gas,-277.9,USD,debit
2025-08-09,IKEA REFUND,19.83,USD,credit
2025-08-09,Lyft Ride,-340.14,USD,debit
2025-08-10,Flight Ticket,-37.7,USD,debit
2025-08-10,Hardware Depot REFUND,148.35,USD,credit
2025-08-11,Amazon Refund,-135.17,USD,debit
2025-08-12,Convenience Store,-248.76,USD,debit
2025-08-13,Thrift Store REFUND,31.0,USD,credit
2025-08-13,Lottery,-170.69,USD,debit
2025-08-13,Spotify Refund,-339.76,USD,debit
2025-08-16,Strava Subscription,-11.23,USD,debit
2025-08-16,Proton VPN Subscription,-5.69,USD,debit
2025-08-16,LinkedIn Learning Subscription,-30.76,USD,debit
2025-08-16,Netflix Subscription,-15.04,USD,debit
2025-08-17,Electric Bill,-166.65,USD,debit
2025-08-17,Lyft Ride,-16.91,USD,debit
2025-08-18,PayPal Transfer,-51.51,USD,debit
2025-08-18,Internet Payment,-120.69,USD,debit
2025-08-18,GitHub Subscription,-3.52,USD,debit
2025-08-18,YouTube Music Subscription,-10.45,USD,debit
2025-08-18,Brilliant Subscription,-13.62,USD,debit
2025-08-18,Microsoft 365 Subscription,-9.08,USD,debit
2025-08-19,Calm Subscription,-6.36,USD,debit
2025-08-20,OneDrive Subscription,-7.18,USD,debit
2025-08-20,Proton Mail Subscription,-8.55,USD,debit
2025-08-22,Flight Ticket,-12.55,USD,debit
2025-08-23,Starbucks,-313.51,USD,debit
2025-08-25,Credit Card Payment,-226.66,USD,debit
2025-08-26,Starbucks REFUND,102.51,USD,credit
2025-08-28,Hotel Booking,-173.01,USD,debit
2025-08-31,Dashlane Subscription,-3.88,USD,debit
2025-08-31,Apple Store,-134.83,USD,debit
2025-08-31,Peacock Subscription,-6.29,USD,debit
2025-09-02,Government Fees,-60.89,USD,debit
2025-09-02,Grocery Store REFUND,147.85,USD,credit
2025-09-03,KFC,-250.67,USD,debit
2025-09-03,KFC,-250.67,USD,debit
2025-09-03,Grammarly Subscription,-30.6,USD,debit
2025-09-04,Venmo Payment,-41.36,USD,debit
2025-09-05,Best Buy,-323.45,USD,debit
2025-09-06,Gym Day Pass REFUND,18.1,USD,credit
2025-09-06,Book Store REFUND,47.79,USD,credit
2025-09-06,Surfshark Subscription,-4.62,USD,debit
2025-09-07,Uber One Subscription,-10.44,USD,debit
2025-09-07,Fish Market,-220.82,USD,debit
2025-09-07,Fish Market,-220.82,USD,debit
2025-09-08,Hulu Subscription,-15.67,USD,debit
2025-09-09,Liquor Store,-28.47,USD,debit
2025-09-09,Internet Payment,-258.46,USD,debit
2025-09-09,Coursera Plus Subscription,-41.1,USD,debit
2025-09-09,McDonald's,-122.92,USD,debit
2025-09-10,Train Ticket,-162.11,USD,debit
2025-09-10,Flight Ticket,-265.78,USD,debit
2025-09-11,Walmart,-5.39,USD,debit
2025-09-11,Tax Refund REFUND,27.28,USD,credit
2025-09-11,Netflix Subscription,-14.74,USD,debit
2025-09-14,Proton VPN Subscription,-5.84,USD,debit
2025-09-14,Brilliant Subscription,-14.42,USD,debit
2025-09-14,Calm Subscription,-6.45,USD,debit
2025-09-14,Electric Bill REFUND,48.78,USD,credit
2025-09-14,Cinema City,-226.55,USD,debit
2025-09-15,LinkedIn Learning Subscription,-32.15,USD,debit
2025-09-15,Uber Trip,-295.94,USD,debit
2025-09-16,Bakery,-240.01,USD,debit
2025-09-16,GitHub Subscription,-4.28,USD,debit
2025-09-16,OneDrive Subscription,-7.31,USD,debit
2025-09-17,Microsoft 365 Subscription,-8.58,USD,debit
2025-09-17,Strava Subscription,-10.86,USD,debit
2025-09-18,Liquor Store REFUND,114.85,USD,credit
2025-09-18,Insurance Premium,-273.28,USD,debit
2025-09-18,Amazon Refund,-90.16,USD,debit
2025-09-19,Proton Mail Subscription,-7.73,USD,debit
2025-09-19,YouTube Music Subscription,-11.07,USD,debit
2025-09-19,Venmo Payment,-320.41,USD,debit
2025-09-20,Insurance Premium,-256.59,USD,debit
2025-09-20,Insurance Premium,-256.59,USD,debit
2025-09-20,Parking Fine,-219.61,USD,debit
2025-09-21,Bakery,-274.21,USD,debit
2025-09-21,Convenience Store,-177.14,USD,debit
2025-09-21,Government Fees,-293.86,USD,debit
2025-09-22,Electric Bill,-322.32,USD,debit
2025-09-22,Credit Card Payment,-250.23,USD,debit
2025-09-22,Thrift Store,-7.18,USD,debit
2025-09-25,Medical Center,-245.58,USD,debit
2025-09-25,Thrift Store,-112.14,USD,debit
2025-09-27,Government Fees,-62.9,USD,debit
2025-09-27,Chevron Gas,-224.68,USD,debit
2025-09-27,GitLab Subscription,-4.38,USD,debit
2025-09-27,Walmart,-300.67,USD,debit
2025-09-28,Pet Store,-311.48,USD,debit
2025-09-28,Electric Bill,-114.81,USD,debit
2025-09-28,Electric Bill,-114.81,USD,debit
2025-09-28,Amazon Refund,-153.5,USD,debit
2025-09-29,Dashlane Subscription,-3.67,USD,debit
2025-09-29,Target,-315.76,USD,debit
2025-09-29,Water Bill,-324.23,USD,debit
2025-09-29,Train Ticket,-70.9,USD,debit
2025-09-30,Mobile Recharge,-78.11,USD,debit
2025-09-30,Hotel Booking,-251.97,USD,debit
2025-10-01,Medical Center,-164.17,USD,debit
2025-10-01,Shell Gas Station,-92.53,USD,debit
2025-10-01,Butcher Shop,-82.62,USD,debit
2025-10-04,Uber One Subscription,-9.72,USD,debit
2025-10-04,Grammarly Subscription,-29.78,USD,debit
2025-10-06,Peacock Subscription,-7.13,USD,debit
2025-10-08,Hulu Subscription,-15.45,USD,debit
2025-10-08,Surfshark Subscription,-4.62,USD,debit
2025-10-09,Coursera Plus Subscription,-39.62,USD,debit
